Heimfahrt / Heimweg	noun	die	Auf dem Heimweg habe ich noch Brot gekauft.	On the way home I bought some bread.
heiraten	verb		Meine Schwester heiratet im nächsten Sommer.	My sister is getting married next summer.
heißen	verb		Ich heiße Anna und komme aus Berlin.	My name is Anna and I come from Berlin.
ledig	adjective		Mein Bruder ist noch ledig.	My brother is still single.
Lieber / Liebe	adjective		Liebe Oma, vielen Dank für dein Geschenk!	Dear Grandma, many thanks for your present!
verheiratet	adjective		Meine Eltern sind seit zwanzig Jahren verheiratet.	My parents have been married for twenty years.
verlobt	adjective		Sie ist seit einem Jahr mit Thomas verlobt.	She has been engaged to Thomas for a year.
versprechen	verb		Ich verspreche dir, dass ich pünktlich komme.	I promise you that I'll come on time.
Vorname	noun	der	Mein Vorname ist Julia.	My first name is Julia.
alt(modisch)	adjective		Diese Jacke sieht ziemlich altmodisch aus.	This jacket looks rather old-fashioned.
angenehm	adjective		Wir hatten einen sehr angenehmen Abend.	We had a very pleasant evening.
ängstlich	adjective		Der kleine Hund ist sehr ängstlich.	The little dog is very anxious.
berühmt	adjective		Diese Stadt ist für ihren Dom berühmt.	This town is famous for its cathedral.
blöd / dumm	adjective		Das war wirklich eine blöde Idee.	That was really a stupid idea.
böse	adjective		Meine Mutter war böse, weil ich zu spät kam.	My mother was angry because I came late.
dick	adjective		Im Winter trage ich einen dicken Pullover.	In winter I wear a thick pullover.
doof	adjective		Ich finde diese Sendung ziemlich doof.	I find this programme rather stupid.
ehrlich	adjective		Sei bitte ehrlich zu mir!	Please be honest with me!
ernst	adjective		Er hat ein sehr ernstes Gesicht gemacht.	He put on a very serious face.
fleißig	adjective		Meine Schwester ist eine fleißige Schülerin.	My sister is a hard-working pupil.
frech	adjective		Der Junge war frech zu seinem Lehrer.	The boy was cheeky to his teacher.
Freude	noun	die	Das Geschenk hat mir große Freude gemacht.	The present gave me great joy.
freundlich	adjective		Unsere Nachbarn sind sehr freundlich.	Our neighbours are very friendly.
furchtbar	adjective		Gestern hatten wir furchtbares Wetter.	Yesterday we had awful weather.
geduldig	adjective		Der Lehrer ist mit uns immer sehr geduldig.	The teacher is always very patient with us.
gefallen	verb		Deine neue Frisur gefällt mir sehr gut.	I like your new hairstyle very much.
gemütlich	adjective		Unser Wohnzimmer ist klein, aber gemütlich.	Our living room is small but cosy.
glatt (Glatteis)	adjective		Sie hat lange, glatte Haare.	She has long, straight hair.
groß	adjective		Mein Bruder ist größer als ich.	My brother is taller than me.
Größe	noun	die	Welche Größe hast du bei Schuhen?	What size are you in shoes?
hassen	verb		Ich hasse es, früh aufzustehen.	I hate getting up early.
hässlich	adjective		Das neue Gebäude finde ich richtig hässlich.	I find the new building really ugly.
hilfsbereit / hilfreich	adjective		Meine Kollegen sind immer sehr hilfsbereit.	My colleagues are always very helpful.
höflich	adjective		Man sollte im Geschäft höflich sein.	You should be polite in a shop.
hübsch	adjective		Sie trägt ein sehr hübsches Kleid.	She is wearing a very pretty dress.
klein	adjective		Unsere Wohnung ist leider ziemlich klein.	Unfortunately our flat is rather small.
klug	adjective		Sie ist ein sehr kluges Mädchen.	She is a very clever girl.
komisch	adjective		Der Film war wirklich komisch.	The film was really funny.
kurz	adjective		Im Sommer trage ich gern kurze Hosen.	In summer I like wearing short trousers.
Laune (guter / schlechter)	noun	die	Mein Vater ist heute guter Laune.	My father is in a good mood today.
laut	adjective		Die Musik im Zimmer nebenan ist zu laut.	The music in the room next door is too loud.
lockig	adjective		Meine kleine Schwester hat lockige Haare.	My little sister has curly hair.
lustig	adjective		Auf der Party war es sehr lustig.	It was very funny at the party.
merkwürdig	adjective		Gestern ist etwas Merkwürdiges passiert.	Something strange happened yesterday.
mittelgroß / mittellang	adjective		Mein Vater ist mittelgroß und trägt eine Brille.	My father is of average height and wears glasses.
müde (ermüdend)	adjective		Nach dem langen Tag bin ich sehr müde.	After the long day I am very tired.
nervös	adjective		Vor der Prüfung war ich sehr nervös.	Before the exam I was very nervous.
nett	adjective		Unsere neue Nachbarin ist sehr nett.	Our new neighbour is very nice.
ordentlich	adjective		Mein Bruder ist überraschend ordentlich.	My brother is surprisingly tidy.
Pech	noun	das	Wir hatten Pech mit dem Wetter.	We had bad luck with the weather.
reich	adjective		Man muss nicht reich sein, um glücklich zu sein.	You don't have to be rich to be happy.
sanft	adjective		Sie hat eine sehr sanfte Stimme.	She has a very gentle voice.
satt	adjective		Danke, ich bin schon satt.	Thank you, I'm already full up.
sauber	adjective		Mein Zimmer ist endlich wieder sauber.	My room is finally clean again.
scharf	adjective		Vorsicht, das Messer ist sehr scharf!	Careful, the knife is very sharp!
schick	adjective		Du siehst in dem Anzug richtig schick aus.	You look really smart in that suit.
schlank	adjective		Meine Schwester ist groß und schlank.	My sister is tall and slim.
schmutzig	adjective		Nach dem Spiel waren meine Schuhe schmutzig.	After the game my shoes were dirty.
schüchtern	adjective		Am Anfang war ich in der Klasse sehr schüchtern.	At first I was very shy in the class.
stark	adjective		Mein Bruder ist stärker als ich.	My brother is stronger than me.
streng	adjective		Unsere Lehrerin ist ziemlich streng.	Our teacher is rather strict.
tot	adjective		Die alte Pflanze im Flur ist leider tot.	Unfortunately the old plant in the hall is dead.
traurig	adjective		Nach dem Abschied war ich sehr traurig.	After saying goodbye I was very sad.
unordentlich	adjective		Mein Schreibtisch ist immer sehr unordentlich.	My desk is always very untidy.
Unrecht haben	verb		Ich glaube, du hast in diesem Punkt Unrecht.	I think you are wrong on this point.
verstehen (sich)	verb		Ich verstehe mich gut mit meinen Eltern.	I get on well with my parents.
Anzug	noun	der	Zur Hochzeit trägt er einen dunklen Anzug.	He is wearing a dark suit to the wedding.
Armband(uhr)	noun	das	Sie hat ein silbernes Armband bekommen.	She got a silver bracelet.
BH / Büstenhalter	noun	der	Der BH liegt in der Schublade.	The bra is in the drawer.
Bluse	noun	die	Sie trägt eine weiße Bluse zur Arbeit.	She wears a white blouse to work.
Gürtel	noun	der	Die Hose ist zu weit, ich brauche einen Gürtel.	The trousers are too loose, I need a belt.
Halskette	noun	die	Zum Geburtstag bekam sie eine goldene Halskette.	For her birthday she got a gold necklace.
Handschuh	noun	der	Im Winter trage ich immer Handschuhe.	In winter I always wear gloves.
Handtasche	noun	die	Meine Handtasche ist im Bus liegen geblieben.	I left my handbag on the bus.
Hemd	noun	das	Mein weißes Hemd muss noch gebügelt werden.	My white shirt still needs ironing.
Hose	noun	die	Diese Hose ist mir zu eng.	These trousers are too tight for me.
Hut	noun	der	Im Sommer trägt meine Oma immer einen Hut.	In summer my grandma always wears a hat.
Jacke	noun	die	Zieh deine Jacke an, es ist kalt draußen!	Put on your jacket, it's cold outside!
Kleid	noun	das	Für die Party habe ich ein neues Kleid gekauft.	I bought a new dress for the party.
Kleider / Kleidung	noun	die	Meine Kleidung liegt schon im Koffer.	My clothes are already in the suitcase.
Kostüm	noun	das	Zum Vorstellungsgespräch trägt sie ein Kostüm.	She is wearing a suit to the job interview.
Krawatte / Schlips	noun	die	Zu diesem Hemd passt die blaue Krawatte gut.	The blue tie goes well with this shirt.
Lippe(nstift)	noun	die	Sie hat sich einen roten Lippenstift gekauft.	She bought herself a red lipstick.
Mantel	noun	der	Im Winter brauche ich einen warmen Mantel.	In winter I need a warm coat.
Mode (modisch)	noun	die	Meine Schwester interessiert sich sehr für Mode.	My sister is very interested in fashion.
Mütze	noun	die	Setz bitte deine Mütze auf, es schneit.	Please put your cap on, it's snowing.
Nacht(hemd)	noun	die	In der Nacht war es sehr kalt im Zimmer.	At night it was very cold in the room.
Ohrringe	noun	die	Sie trägt heute silberne Ohrringe.	She is wearing silver earrings today.
Parfüm	noun	das	Dieses Parfüm riecht wirklich gut.	This perfume smells really good.
Pulli	noun	der	Zieh dir einen warmen Pulli an!	Put on a warm pullover!
Rock	noun	der	Sie trägt heute einen langen schwarzen Rock.	Today she is wearing a long black skirt.
Schal	noun	der	Mein Schal liegt noch im Auto.	My scarf is still in the car.
Schlafanzug	noun	der	Ich habe zum Geburtstag einen Schlafanzug bekommen.	I got pyjamas for my birthday.
Schuhe	noun	die	Meine neuen Schuhe sind sehr bequem.	My new shoes are very comfortable.
Slip	noun	der	Der Slip ist in der Wäsche.	The panties are in the wash.
Socke	noun	die	Ich kann meine zweite Socke nicht finden.	I can't find my second sock.
Stiefel	noun	der	Bei Regen ziehe ich meine Stiefel an.	When it rains I put on my boots.
Strumpfhose	noun	die	Sie trägt eine schwarze Strumpfhose.	She is wearing black tights.
Tasche (Einkaufstasche)	noun	die	Bring bitte eine Einkaufstasche mit!	Please bring a shopping bag with you!
tragen	verb		Er trägt heute einen dunkelblauen Pullover.	Today he is wearing a dark blue jumper.
Trainingsanzug	noun	der	Zum Sport ziehe ich meinen Trainingsanzug an.	For sport I put on my tracksuit.
Turnschuhe	noun	die	Meine Turnschuhe sind schon ganz alt.	My trainers are already really old.
Unterhose	noun	die	Die Unterhose ist noch in der Waschmaschine.	The underpants are still in the washing machine.
Unterwäsche	noun	die	Ich packe noch frische Unterwäsche in den Koffer.	I'm packing fresh underwear in the suitcase.
Arbeitszimmer	noun	das	Mein Vater arbeitet oft im Arbeitszimmer.	My father often works in the study.
Backofen	noun	der	Der Kuchen ist noch zwanzig Minuten im Backofen.	The cake is in the oven for another twenty minutes.
Badewanne	noun	die	Abends liege ich gern in der Badewanne.	In the evening I like lying in the bath.
Badezimmer	noun	das	Unser Badezimmer ist leider sehr klein.	Unfortunately our bathroom is very small.
Bücherregal	noun	das	Das Wörterbuch steht im Bücherregal.	The dictionary is in the bookcase.
Bude	noun	die	Auf dem Markt gibt es eine Bude mit frischem Obst.	At the market there is a stall with fresh fruit.
Decke	noun	die	Im Winter brauche ich eine dicke Decke.	In winter I need a thick blanket.
Diele	noun	die	Die Schuhe stehen in der Diele.	The shoes are in the hall.
Doppelhaus	noun	das	Wir wohnen in einem Doppelhaus am Stadtrand.	We live in a semi-detached house on the edge of town.
Dusche	noun	die	Die Dusche im Bad ist leider kaputt.	Unfortunately the shower in the bathroom is broken.
duschen	verb		Ich dusche jeden Morgen vor dem Frühstück.	I have a shower every morning before breakfast.
Einfamilienhaus	noun	das	Meine Großeltern wohnen in einem Einfamilienhaus.	My grandparents live in a detached house.
Elektroherd	noun	der	In der neuen Küche steht ein Elektroherd.	There is an electric cooker in the new kitchen.
Erdgeschoss	noun	das	Unsere Wohnung liegt im Erdgeschoss.	Our flat is on the ground floor.
Esszimmer	noun	das	Wir essen am Sonntag immer im Esszimmer.	On Sunday we always eat in the dining room.
Etagenbett	noun	das	Meine Brüder schlafen in einem Etagenbett.	My brothers sleep in a bunk bed.
Fenster	noun	das	Mach bitte das Fenster zu, es zieht.	Please close the window, there's a draught.
Flur	noun	der	Im Flur hängen unsere Jacken.	Our jackets hang in the hall.
Fußboden	noun	der	Der Fußboden in der Küche ist aus Holz.	The floor in the kitchen is made of wood.
Gardine	noun	die	Die Gardinen im Wohnzimmer sind neu.	The curtains in the living room are new.
Garten	noun	der	Im Sommer frühstücken wir oft im Garten.	In summer we often have breakfast in the garden.
Gasherd	noun	der	Auf dem Gasherd kocht Wasser für den Tee.	Water for the tea is boiling on the gas cooker.
Haarbürste	noun	die	Meine Haarbürste liegt im Badezimmer.	My hairbrush is in the bathroom.
Handtuch (Badetuch)	noun	das	Nimm bitte ein frisches Handtuch aus dem Schrank.	Please take a fresh towel out of the cupboard.
Heizkörper	noun	der	Der Heizkörper im Schlafzimmer wird nicht warm.	The radiator in the bedroom doesn't get warm.
Heizung (Zentralheizung)	noun	die	Im Winter läuft die Heizung den ganzen Tag.	In winter the heating runs all day.
Kamm	noun	der	Hast du einen Kamm für mich?	Do you have a comb for me?
kämmen	verb		Ich kämme mir vor der Schule die Haare.	I comb my hair before school.
Keller	noun	der	Die alten Fahrräder stehen im Keller.	The old bikes are in the cellar.
Kissen	noun	das	Auf dem Sofa liegen zwei bunte Kissen.	There are two colourful cushions on the sofa.
Kleiderschrank	noun	der	Meine Winterjacke hängt im Kleiderschrank.	My winter jacket is hanging in the wardrobe.
Klingel	noun	die	Die Klingel an der Haustür funktioniert nicht.	The bell at the front door doesn't work.
Klo	noun	das	Das Klo ist die zweite Tür rechts.	The loo is the second door on the right.
Knopf	noun	der	An meinem Hemd fehlt ein Knopf.	A button is missing from my shirt.
Kommode	noun	die	Meine Socken liegen in der Kommode.	My socks are in the chest of drawers.
Kühlschrank	noun	der	Die Milch steht im Kühlschrank.	The milk is in the fridge.
Lampe	noun	die	Über dem Tisch hängt eine große Lampe.	A big lamp hangs above the table.
Licht	noun	das	Mach bitte das Licht aus, wenn du gehst.	Please turn the light off when you leave.
Mikrowellenherd	noun	der	Ich wärme die Suppe im Mikrowellenherd auf.	I'm heating the soup in the microwave.
Möbel	noun	die	Die Möbel in unserer Wohnung sind ziemlich alt.	The furniture in our flat is rather old.
möbliert	adjective		Sie sucht ein möbliertes Zimmer in der Stadt.	She is looking for a furnished room in town.
oben	adverb		Mein Zimmer ist oben neben dem Bad.	My room is upstairs next to the bathroom.
Pflanze	noun	die	Auf dem Fensterbrett steht eine grüne Pflanze.	There is a green plant on the windowsill.
Rasen	noun	der	Im Sommer muss ich jede Woche den Rasen mähen.	In summer I have to mow the lawn every week.
Regal	noun	das	Die Teller stehen im Regal über der Spüle.	The plates are on the shelf above the sink.
Reihe	noun	die	Wir saßen im Kino in der ersten Reihe.	In the cinema we sat in the first row.
Reihenhaus	noun	das	Meine Tante wohnt in einem kleinen Reihenhaus.	My aunt lives in a small terraced house.
Schlafzimmer (Schlafraum)	noun	das	Das Schlafzimmer meiner Eltern ist sehr hell.	My parents' bedroom is very light.
Schlüssel(bund)	noun	der	Ich habe meinen Schlüssel im Büro vergessen.	I forgot my key at the office.
Schrank	noun	der	Die Gläser stehen im Schrank in der Küche.	The glasses are in the cupboard in the kitchen.
Seife	noun	die	Im Bad ist keine Seife mehr.	There is no soap left in the bathroom.
Sessel	noun	der	Mein Opa sitzt gern in seinem alten Sessel.	My grandpa likes sitting in his old armchair.
Sofa	noun	das	Am Abend sitzen wir alle auf dem Sofa.	In the evening we all sit on the sofa.
Spülbecken	noun	das	Im Spülbecken steht schmutziges Geschirr.	There are dirty dishes in the sink.
Spülmaschine	noun	die	Stell die Teller bitte in die Spülmaschine.	Please put the plates in the dishwasher.
Steppdecke	noun	die	Im Winter schlafe ich unter einer dicken Steppdecke.	In winter I sleep under a thick duvet.
Stereoanlage	noun	die	Meine Stereoanlage im Zimmer ist schon alt.	My stereo system in my room is already old.
Stock (im ersten Stock)	noun	der	Wir wohnen im ersten Stock.	We live on the first floor.
Stufe	noun	die	Pass auf, die letzte Stufe ist sehr hoch!	Be careful, the last step is very high!
Stuhl	noun	der	Nimm bitte einen Stuhl aus der Küche.	Please take a chair from the kitchen.
Tablett	noun	das	Der Kellner brachte die Gläser auf einem Tablett.	The waiter brought the glasses on a tray.
Tapete	noun	die	Die Tapete im Wohnzimmer ist ganz neu.	The wallpaper in the living room is brand new.
Teppich	noun	der	Im Wohnzimmer liegt ein großer roter Teppich.	There is a big red carpet in the living room.
Terasse	noun	die	Im Sommer sitzen wir abends auf der Terrasse.	In summer we sit on the terrace in the evening.	The source document spells this "Terasse"; the standard German spelling is "Terrasse".
tief	adjective		Der See ist an dieser Stelle sehr tief.	The lake is very deep at this spot.
Tiefkühltruhe	noun	die	Das Gemüse liegt in der Tiefkühltruhe.	The vegetables are in the freezer.
Tisch	noun	der	Der Tisch steht in der Küche.	The table is in the kitchen.
Tischtuch	noun	das	Zum Geburtstag legen wir ein weißes Tischtuch auf.	For the birthday we put on a white tablecloth.
Toilettenpapier	noun	das	Wir müssen noch Toilettenpapier kaufen.	We still have to buy toilet paper.
Topf	noun	der	Die Suppe kocht schon im Topf.	The soup is already cooking in the saucepan.
Treppe	noun	die	Die Treppe zum Dachboden ist sehr schmal.	The stairs to the attic are very narrow.
Tuch	noun	das	Wisch den Tisch bitte mit einem feuchten Tuch ab.	Please wipe the table with a damp cloth.
Tür	noun	die	Mach bitte die Tür zu!	Please close the door!
unten	adverb		Die Waschmaschine steht unten im Keller.	The washing machine is downstairs in the cellar.
Vorhang	noun	der	Zieh bitte den Vorhang zu, die Sonne blendet.	Please close the curtain, the sun is dazzling.
Wand	noun	die	An der Wand hängt ein altes Foto.	An old photo hangs on the wall.
Waschbecken	noun	das	Das Waschbecken im Bad ist verstopft.	The washbasin in the bathroom is blocked.
Wäsche	noun	die	Die Wäsche hängt schon auf der Leine.	The washing is already on the line.
Waschküche	noun	die	Die Waschküche liegt neben dem Keller.	The laundry room is next to the cellar.
Waschmaschine	noun	die	Unsere Waschmaschine ist leider kaputt.	Unfortunately our washing machine is broken.
Waschpulver	noun	das	Wir brauchen neues Waschpulver.	We need new washing powder.
Wasserhahn	noun	der	Dreh bitte den Wasserhahn zu!	Please turn off the tap!
Wecker	noun	der	Mein Wecker klingelt jeden Morgen um sechs.	My alarm clock rings at six every morning.
Wohnzimmer	noun	das	Abends sitzen wir alle im Wohnzimmer.	In the evening we all sit in the living room.
Brief	noun	der	Ich habe meiner Oma einen langen Brief geschrieben.	I wrote my grandma a long letter.
Brieffreund/in	noun	der	Mein Brieffreund wohnt in Österreich.	My pen friend lives in Austria.
Bruder	noun	der	Mein Bruder ist drei Jahre älter als ich.	My brother is three years older than me.
Cousin / Vetter / Kusine	noun	der	Mein Cousin studiert in Berlin.	My cousin studies in Berlin.
Dame	noun	die	Eine ältere Dame hat nach dem Weg gefragt.	An elderly lady asked for directions.
Ehefrau/ Ehemann/ Ehepaar	noun	die	Seine Ehefrau arbeitet als Lehrerin.	His wife works as a teacher.
Einzelkind	noun	das	Als Einzelkind hatte ich viel Ruhe zum Lernen.	As an only child I had plenty of quiet for studying.
Eltern	noun	die	Meine Eltern arbeiten beide in Hamburg.	My parents both work in Hamburg.
Enkel/in / Enkelkind	noun	der	Meine Oma besucht ihre Enkel jedes Wochenende.	My grandma visits her grandchildren every weekend.
Erwachsene	noun	der	Erwachsene zahlen zehn Euro Eintritt.	Adults pay ten euros admission.
Familie	noun	die	Meine Familie ist mir sehr wichtig.	My family is very important to me.
Frau	noun	die	Frau Meier wohnt seit zehn Jahren neben uns.	Mrs Meier has lived next to us for ten years.
Fräulein(!)	noun	das	Früher sagte man zu jungen Frauen „Fräulein“.	People used to say "Fräulein" to young women.
Freund/in	noun	der	Mein bester Freund heißt Daniel.	My best friend is called Daniel.
Geschwister	noun	die	Ich habe drei Geschwister.	I have three brothers and sisters.
Großvater / Großmutter / Großeltern	noun	der	Mein Großvater erzählt gern alte Geschichten.	My grandfather likes telling old stories.
Junge	noun	der	Der Junge auf dem Foto ist mein Cousin.	The boy in the photo is my cousin.
Leute / Menschen	noun	die	Auf dem Fest waren sehr viele Leute.	There were a lot of people at the festival.
Mädchen	noun	das	Das Mädchen neben mir kommt aus Polen.	The girl next to me comes from Poland.
männlich	adjective		Auf dem Formular muss man männlich oder weiblich ankreuzen.	On the form you have to tick male or female.
Mutter / Mutti	noun	die	Meine Mutter arbeitet in einem Krankenhaus.	My mother works in a hospital.
Nachbar/in	noun	der	Unser Nachbar hilft uns oft im Garten.	Our neighbour often helps us in the garden.
Neffe	noun	der	Mein Neffe ist gerade fünf Jahre alt geworden.	My nephew has just turned five.
Nichte	noun	die	Meine Nichte geht seit September zur Schule.	My niece has been going to school since September.
Onkel	noun	der	Mein Onkel wohnt in der Schweiz.	My uncle lives in Switzerland.
Opa / Oma	noun	der	Mein Opa spielt gern mit uns Karten.	My grandad likes playing cards with us.
Schwester	noun	die	Meine Schwester studiert Medizin.	My sister is studying medicine.
Sohn	noun	der	Ihr Sohn geht in dieselbe Klasse wie ich.	Her son is in the same class as me.
Tante	noun	die	Meine Tante backt den besten Kuchen.	My aunt bakes the best cake.
Tochter	noun	die	Ihre Tochter spielt sehr gut Klavier.	Her daughter plays the piano very well.
Vater / Vati	noun	der	Mein Vater kocht am Wochenende immer.	My father always cooks at the weekend.
Verwandte	noun	der	Wir haben Verwandte in Norddeutschland.	We have relatives in northern Germany.
weiblich	adjective		In unserer Klasse sind mehr weibliche Schüler.	There are more female pupils in our class.
Zwillinge	noun	die	Meine Cousins sind Zwillinge.	My cousins are twins.
Biene	noun	die	Im Garten summt eine Biene über den Blumen.	In the garden a bee buzzes over the flowers.
Ente	noun	die	Am Teich schwimmen viele Enten.	Many ducks are swimming on the pond.
fressen	verb		Unser Hund frisst am liebsten Fleisch.	Our dog likes eating meat best.
füttern	verb		Ich füttere die Katze jeden Morgen.	I feed the cat every morning.
Hase	noun	der	Auf dem Feld haben wir einen Hasen gesehen.	We saw a hare in the field.
Hund	noun	der	Unser Hund heißt Bello und ist sehr freundlich.	Our dog is called Bello and is very friendly.
Kaninchen	noun	das	Mein kleiner Bruder hat ein weißes Kaninchen.	My little brother has a white rabbit.
Katze	noun	die	Die Katze schläft den ganzen Tag auf dem Sofa.	The cat sleeps on the sofa all day.
Kuh	noun	die	Auf der Wiese steht eine braune Kuh.	There is a brown cow in the meadow.
Meerschweinchen	noun	das	Zum Geburtstag habe ich ein Meerschweinchen bekommen.	For my birthday I got a guinea pig.
Pferd	noun	das	Meine Schwester reitet zweimal in der Woche ein Pferd.	My sister rides a horse twice a week.
Schaf	noun	das	Auf dem Bauernhof gibt es zwanzig Schafe.	There are twenty sheep on the farm.
Schildkröte	noun	die	Unsere Schildkröte schläft den ganzen Winter.	Our tortoise sleeps all winter.
Schlange (stehen)	noun	die	Vor dem Kino mussten wir lange Schlange stehen.	We had to queue for a long time in front of the cinema.
Tier (Haustier)	noun	das	Wir haben zu Hause zwei Haustiere.	We have two pets at home.
Vogel	noun	der	Im Garten singt jeden Morgen ein Vogel.	A bird sings in the garden every morning.
Wellensittich	noun	der	Der Wellensittich meiner Oma kann sprechen.	My grandma's budgerigar can talk.
Backstein	noun	der	Das alte Haus ist aus rotem Backstein gebaut.	The old house is built of red brick.
Baumwolle	noun	die	Dieses T-Shirt ist aus reiner Baumwolle.	This T-shirt is made of pure cotton.
Holz	noun	das	Der Tisch ist aus massivem Holz.	The table is made of solid wood.
Kohle	noun	die	Früher haben wir mit Kohle geheizt.	We used to heat with coal.
Kunststoff	noun	der	Die Flasche ist aus Kunststoff und sehr leicht.	The bottle is made of plastic and is very light.
Leder	noun	das	Meine neue Jacke ist aus Leder.	My new jacket is made of leather.
Metall	noun	das	Die Tür ist aus Metall und sehr schwer.	The door is made of metal and very heavy.
Seide	noun	die	Der Schal aus Seide war ziemlich teuer.	The silk scarf was rather expensive.
Stahl	noun	der	Die Brücke ist aus Stahl gebaut.	The bridge is built of steel.
Stein	noun	der	Vor dem Haus liegt ein großer Stein.	There is a big stone in front of the house.
Stoff	noun	der	Der Stoff für die Vorhänge ist sehr schön.	The material for the curtains is very nice.
Wolle	noun	die	Meine Oma strickt Socken aus dicker Wolle.	My grandma knits socks from thick wool.
